Fol_2018-03-05.16_55_16.0_.txt     Output is probe cell, reduced cell, NCDist distance between
0     -6.59142  13.21748 -15.14164  -9.87692 -27.04390 -36.44618       (-7.044,-9.967) (-3.341,-3.803) (-16.988,-1.416)      8.88178e-16
1     -7.74655  10.96619 -13.83041  -8.93686 -25.14642 -32.81918       (-1.194,-4.414) (-9.772,-14.219) (-24.420,-0.835)      9.27829
2     -8.90168   8.71490 -12.51918  -7.99680 -23.24895 -29.19219       (-2.555,-0.187) (-20.664,-30.714) (-8.528,-0.531)      18.8738
3    -10.05681   6.46361 -11.20795  -7.05674 -21.35147 -25.56520       (-19.102,-0.593) (-6.464,-27.815) (-4.744,-3.593)      16.3434
4    -11.21194   4.21232  -9.89671  -6.11669 -19.45399 -21.93820       (-17.726,-1.904) (-4.212,-23.666) (-5.684,-7.000)      12.2728    *****
5    -12.36707   1.96103  -8.58548  -5.17663 -17.55652 -18.31121       (-16.350,-3.216) (-1.961,-19.518) (-6.624,-10.406)      10.1166
6    -13.52220  -0.29026  -7.27425  -4.23657 -15.65904 -14.68422       (-13.522,-4.237) (-0.290,-15.659) (-7.274,-14.684)      10.9819
7    -14.67732  -2.54155  -5.96302  -3.29651 -13.76157 -11.05722       (-14.677,-3.297) (-2.542,-13.762) (-5.963,-11.057)      9.81723
8    -15.83245  -4.79284  -4.65179  -2.35645 -11.86409  -7.43023       (-15.832,-2.356) (-4.793,-11.864) (-4.652,-7.430)      5.07554
9    -16.98758  -7.04413  -3.34056  -1.41640  -9.96662  -3.80324       (-16.988,-1.416) (-7.044,-9.967) (-3.341,-3.803)      0
